"ICD10CM","PHECODE","Exl. Phecodes","Excl. Phenotypes"
"A56.01","090.3","090-092.99","Sexually transmitted infections (not hiv or hepatitis)"
"A56.02",614.52,"614-616.99","INFLAMMATORY DISEASE OF FEMALE PELVIC ORGANS"
"A56.02","090.3","090-092.99","Sexually transmitted infections (not hiv or hepatitis)"
"A56.09","090.3","090-092.99","Sexually transmitted infections (not hiv or hepatitis)"
"A56.11",614.33,"614-616.99","INFLAMMATORY DISEASE OF FEMALE PELVIC ORGANS"
"A56.11","090.3","090-092.99","Sexually transmitted infections (not hiv or hepatitis)"
"A56.19","090.3","090-092.99","Sexually transmitted infections (not hiv or hepatitis)"
"A56.2","090.3","090-092.99","Sexually transmitted infections (not hiv or hepatitis)"
"A56.3","090.3","090-092.99","Sexually transmitted infections (not hiv or hepatitis)"
"A56.4","090.3","090-092.99","Sexually transmitted infections (not hiv or hepatitis)"
"A56.8","090.3","090-092.99","Sexually transmitted infections (not hiv or hepatitis)"
"A57","090","090-092.99","Sexually transmitted infections (not hiv or hepatitis)"
"A58","090","090-092.99","Sexually transmitted infections (not hiv or hepatitis)"
"A59",131,"130-136.99","Other infections; including parasitic"
"A59.0",131,"130-136.99","Other infections; including parasitic"
"A59.00",131,"130-136.99","Other infections; including parasitic"
"A59.01",131,"130-136.99","Other infections; including parasitic"
"A59.02",131,"130-136.99","Other infections; including parasitic"
"A59.03",131,"130-136.99","Other infections; including parasitic"
"A59.09",131,"130-136.99","Other infections; including parasitic"
"A59.8",131,"130-136.99","Other infections; including parasitic"
"A59.9",131,"130-136.99","Other infections; including parasitic"
"A60","054","050-079.99","Viral infection"
"A60.0","054","050-079.99","Viral infection"
"A60.00","054","050-079.99","Viral infection"
"A60.01","054","050-079.99","Viral infection"
"A60.02","054","050-079.99","Viral infection"
"A60.03","054","050-079.99","Viral infection"
"A60.04","054","050-079.99","Viral infection"
"A60.09","054","050-079.99","Viral infection"
"A60.1","054","050-079.99","Viral infection"
"A60.9","054","050-079.99","Viral infection"
"A63.0","078","050-079.99","Viral infection"
"A63.8","090","090-092.99","Sexually transmitted infections (not hiv or hepatitis)"
"A64","090","090-092.99","Sexually transmitted infections (not hiv or hepatitis)"
"A65",130,"130-136.99","Other infections; including parasitic"
"A66",130,"130-136.99","Other infections; including parasitic"
"A66.0",130,"130-136.99","Other infections; including parasitic"
"A66.1",130,"130-136.99","Other infections; including parasitic"
"A66.2",130,"130-136.99","Other infections; including parasitic"
"A66.3",130,"130-136.99","Other infections; including parasitic"
"A66.4",130,"130-136.99","Other infections; including parasitic"
"A66.5",130,"130-136.99","Other infections; including parasitic"
"A66.6",130,"130-136.99","Other infections; including parasitic"
"A66.7",130,"130-136.99","Other infections; including parasitic"
"A66.8",130,"130-136.99","Other infections; including parasitic"
"A66.9",130,"130-136.99","Other infections; including parasitic"
"A67",130,"130-136.99","Other infections; including parasitic"
"A67.0",130,"130-136.99","Other infections; including parasitic"
"A67.1",130,"130-136.99","Other infections; including parasitic"
"A67.2",130,"130-136.99","Other infections; including parasitic"
"A67.3",130,"130-136.99","Other infections; including parasitic"
"A67.9",130,"130-136.99","Other infections; including parasitic"
"A68",130,"130-136.99","Other infections; including parasitic"
"A68.0",130,"130-136.99","Other infections; including parasitic"
"A68.1",130,"130-136.99","Other infections; including parasitic"
"A68.9",130,"130-136.99","Other infections; including parasitic"
"A69",130,"130-136.99","Other infections; including parasitic"
"A69.0",528,"527-529.99","Diseases of mouth; excluding dental"
"A69.1",130,"130-136.99","Other infections; including parasitic"
"A69.2",130.1,"130-136.99","Other infections; including parasitic"
"A69.20",130.1,"130-136.99","Other infections; including parasitic"
"A69.21",130.1,"130-136.99","Other infections; including parasitic"
"A69.22",130.1,"130-136.99","Other infections; including parasitic"
"A69.23",130.1,"130-136.99","Other infections; including parasitic"
"A69.29",130.1,"130-136.99","Other infections; including parasitic"
"A69.8",130,"130-136.99","Other infections; including parasitic"
"A69.9",130,"130-136.99","Other infections; including parasitic"
"A70","079","050-079.99","Viral infection"
"A71",369,"369-374.99","infection/inflammation of eye"
"A71.0",369,"369-374.99","infection/inflammation of eye"
"A71.1",369,"369-374.99","infection/inflammation of eye"
"A71.9",369,"369-374.99","infection/inflammation of eye"
"A74.0",369,"369-374.99","infection/inflammation of eye"
"A74.8","079","050-079.99","Viral infection"
"A74.81","079","050-079.99","Viral infection"
"A74.89","079","050-079.99","Viral infection"
"A74.9","079","050-079.99","Viral infection"
"A75",133,"130-136.99","Other infections; including parasitic"
"A75",136,"130-136.99","Other infections; including parasitic"
"A75",480.1,"480-488.99","Pneumonia and influenza"
"A75.0",136,"130-136.99","Other infections; including parasitic"
"A75.1",136,"130-136.99","Other infections; including parasitic"
"A75.2",136,"130-136.99","Other infections; including parasitic"
"A75.3",136,"130-136.99","Other infections; including parasitic"
"A75.9",136,"130-136.99","Other infections; including parasitic"
"A77",136,"130-136.99","Other infections; including parasitic"
"A77.0",136,"130-136.99","Other infections; including parasitic"
"A77.1",136,"130-136.99","Other infections; including parasitic"
"A77.2",136,"130-136.99","Other infections; including parasitic"
"A77.3",136,"130-136.99","Other infections; including parasitic"
"A77.4",136,"130-136.99","Other infections; including parasitic"
"A77.40",136,"130-136.99","Other infections; including parasitic"
"A77.41",136,"130-136.99","Other infections; including parasitic"
"A77.49",136,"130-136.99","Other infections; including parasitic"
"A77.8",136,"130-136.99","Other infections; including parasitic"
"A77.9",136,"130-136.99","Other infections; including parasitic"
"A78",480.1,"480-488.99","Pneumonia and influenza"
"A79",136,"130-136.99","Other infections; including parasitic"
"A79.0",136,"130-136.99","Other infections; including parasitic"
"A79.1",136,"130-136.99","Other infections; including parasitic"
"A79.8",136,"130-136.99","Other infections; including parasitic"
"A79.81",136,"130-136.99","Other infections; including parasitic"
"A79.89",136,"130-136.99","Other infections; including parasitic"
"A79.9",136,"130-136.99","Other infections; including parasitic"
"A80",324,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A80.0",324,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A80.1",324,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A80.2",324,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A80.3",324,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A80.30",324,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A80.39",324,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A80.4",324,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A80.9",324,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A81.0",324.1,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A81.00",324.1,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A81.01",324.1,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A81.09",324.1,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A81.1",323,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A81.2",324,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A81.8",324,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A81.81",324,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A81.82",324,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A81.83",324,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A81.89",324,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A81.9",324,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A82","079","050-079.99","Viral infection"
"A82.0","079","050-079.99","Viral infection"
"A82.1","079","050-079.99","Viral infection"
"A82.9","079","050-079.99","Viral infection"
"A83",323,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A83.0",323,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A83.1",323,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A83.2",323,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A83.3",323,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A83.4",323,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A83.5",323,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A83.6",323,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A83.8",323,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A83.9",323,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A84",323,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A84.0",323,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A84.1",323,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A84.8",323,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A84.9",323,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A85",323,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A85.0",323,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A85.1",323,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A85.2",323,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A85.8",323,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A86",323,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A87",320,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A87.0",320,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A87.1",320,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A87.2",320,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A87.8",320,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A87.9",320,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A88.0",324,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A88.1","079","050-079.99","Viral infection"
"A88.8",323,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A89",323,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A90","079","050-079.99","Viral infection"
"A91","079","050-079.99","Viral infection"
"A92","079","050-079.99","Viral infection"
"A92.0","079","050-079.99","Viral infection"
"A92.1","079","050-079.99","Viral infection"
"A92.2",323,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"A92.3","079","050-079.99","Viral infection"
"A92.30","079","050-079.99","Viral infection"
"A92.31","079","050-079.99","Viral infection"
"A92.32","079","050-079.99","Viral infection"
"A92.39","079","050-079.99","Viral infection"
"A92.4","079","050-079.99","Viral infection"
"A92.8","079","050-079.99","Viral infection"
"A92.9","079","050-079.99","Viral infection"
"A93","079","050-079.99","Viral infection"
"A93.0","079","050-079.99","Viral infection"
"A93.1","079","050-079.99","Viral infection"
"A93.2","079","050-079.99","Viral infection"
"A93.8","079","050-079.99","Viral infection"
"A94","079","050-079.99","Viral infection"
"A95","079","050-079.99","Viral infection"
"A95.0","079","050-079.99","Viral infection"
"A95.1","079","050-079.99","Viral infection"
"A95.9","079","050-079.99","Viral infection"
"A96","079","050-079.99","Viral infection"
"A96.0","079","050-079.99","Viral infection"
"A96.1","079","050-079.99","Viral infection"
"A96.2","079","050-079.99","Viral infection"
"A96.8","079","050-079.99","Viral infection"
"A96.9","079","050-079.99","Viral infection"
"A98","079","050-079.99","Viral infection"
"A98.0","079","050-079.99","Viral infection"
"A98.1","079","050-079.99","Viral infection"
"A98.2","079","050-079.99","Viral infection"
"A98.3","079","050-079.99","Viral infection"
"A98.4","079","050-079.99","Viral infection"
"A98.5","079","050-079.99","Viral infection"
"A98.8","079","050-079.99","Viral infection"
"A99","079","050-079.99","Viral infection"
"B00","054","050-079.99","Viral infection"
"B00.0","054","050-079.99","Viral infection"
"B00.1","054","050-079.99","Viral infection"
"B00.2","054","050-079.99","Viral infection"
"B00.3",320,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"B00.4",323,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"B00.5",369.2,"369-374.99","infection/inflammation of eye"
"B00.50",369.2,"369-374.99","infection/inflammation of eye"
"B00.51",369.2,"369-374.99","infection/inflammation of eye"
"B00.52",369.2,"369-374.99","infection/inflammation of eye"
"B00.53",369.2,"369-374.99","infection/inflammation of eye"
"B00.59",369.2,"369-374.99","infection/inflammation of eye"
"B00.7","038","010-041.99","bacterial infection"
"B00.8","054","050-079.99","Viral infection"
"B00.81","054","050-079.99","Viral infection"
"B00.82","054","050-079.99","Viral infection"
"B00.89","054","050-079.99","Viral infection"
"B00.9","054","050-079.99","Viral infection"
"B01","079.1","050-079.99","Viral infection"
"B01.0",320,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"B01.0","079.1","050-079.99","Viral infection"
"B01.11",323,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"B01.12","079.1","050-079.99","Viral infection"
"B01.2",480.2,"480-488.99","Pneumonia and influenza"
"B01.8","079.1","050-079.99","Viral infection"
"B01.81","079.1","050-079.99","Viral infection"
"B01.89","079.1","050-079.99","Viral infection"
"B01.9","079.1","050-079.99","Viral infection"
"B02","053","050-079.99","Viral infection"
"B02.0",323,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"B02.0","053.1","050-079.99","Viral infection"
"B02.1",320,"320-326.9","INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM"
"B02.2","053.1","050-079.99","Viral infection"
"B02.21","053.1","050-079.99","Viral infection"
"B02.22","053.1","050-079.99","Viral infection"
"B02.23","053.1","050-079.99","Viral infection"
"B02.24","053.1","050-079.99","Viral infection"
"B02.29","053.1","050-079.99","Viral infection"
"B02.3",369.2,"369-374.99","infection/inflammation of eye"
"B02.30",369.2,"369-374.99","infection/inflammation of eye"
"B02.31",369.2,"369-374.99","infection/inflammation of eye"
"B02.32",369.2,"369-374.99","infection/inflammation of eye"
"B02.33",369.2,"369-374.99","infection/inflammation of eye"
"B02.34",369.2,"369-374.99","infection/inflammation of eye"
